House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,Kitchen_kW
House40,2019-04-06 12:00:00,0.3849549999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006366666666666669,0.20204
House40,2019-04-06 13:00:00,0.20242833333333288,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0001766666666666666,0.04475166666666682
House40,2019-04-06 14:00:00,0.6312433333333329,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004433333333333332,0.15212000000000006
House40,2019-04-06 15:00:00,2.0898,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004866666666666672,0.1862683333333333
House40,2019-04-06 16:00:00,3.0876466666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004183333333333332,0.16757
House40,2019-04-06 17:00:00,0.7711950000000004,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006500000000000003,0.2340850000000001
House40,2019-04-06 18:00:00,0.6926466666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006366666666666668,0.16381999999999994
House40,2019-04-06 19:00:00,0.549495,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006050000000000003,0.12185666666666672
House40,2019-04-06 20:00:00,0.4955133333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006000000000000003,0.13885500000000006
House40,2019-04-06 21:00:00,0.5946416666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006383333333333332,0.17711666666666664
House40,2019-04-06 22:00:00,1.2643316666666664,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006466666666666669,0.14292499999999994
House40,2019-04-06 23:00:00,1.3590950000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006116666666666665,0.19075499999999995
House40,2019-04-07 00:00:00,0.4532099999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006233333333333336,0.17833833333333324
House40,2019-04-07 01:00:00,0.40494,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006233333333333338,0.1458116666666667
House40,2019-04-07 02:00:00,0.4213449999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006166666666666668,0.15614666666666666
House40,2019-04-07 03:00:00,1.828698333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005116666666666663,0.2149533333333333
House40,2019-04-07 04:00:00,1.5125583333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005433333333333332,0.1769966666666667
House40,2019-04-07 05:00:00,0.5930216666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006250000000000001,0.128505
House40,2019-04-07 06:00:00,0.5476116666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000616666666666667,0.18142666666666668
House40,2019-04-07 07:00:00,0.4975633333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006216666666666669,0.1305983333333333
House40,2019-04-07 08:00:00,0.4267666666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006483333333333331,0.1819533333333333
House40,2019-04-07 09:00:00,0.4545633333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006816666666666665,0.23610499999999995
House40,2019-04-07 10:00:00,0.6024183333333331,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006849999999999997,0.25637666666666664
House40,2019-04-07 11:00:00,1.0330700000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006033333333333331,0.20390166666666668
House40,2019-04-07 12:00:00,1.7083483333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005016666666666671,0.16108666666666668
House40,2019-04-07 13:00:00,1.139558333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005083333333333334,0.25694333333333336
House40,2019-04-07 14:00:00,0.7263600000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006466666666666664,0.2483700000000001
House40,2019-04-07 15:00:00,1.0049,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005833333333333331,0.23224333333333344
House40,2019-04-07 16:00:00,1.8160566666666664,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004383333333333335,0.1691983333333333
House40,2019-04-07 17:00:00,1.9900583333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004883333333333339,0.16766500000000004
House40,2019-04-07 18:00:00,1.4302566666666672,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004283333333333335,0.07111000000000002
House40,2019-04-07 19:00:00,0.4749249999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006316666666666668,0.17592833333333335
House40,2019-04-07 20:00:00,0.6613683333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006716666666666669,0.24667666666666666
House40,2019-04-07 21:00:00,0.5806033333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006266666666666671,0.16332833333333338
House40,2019-04-07 22:00:00,0.53637,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006166666666666668,0.0979433333333334
House40,2019-04-07 23:00:00,0.6188333333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006916666666666662,0.193455
House40,2019-04-08 00:00:00,1.3112483333333331,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005400000000000004,0.18680666666666665
House40,2019-04-08 01:00:00,2.207078333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004516666666666664,0.1828716666666668
House40,2019-04-08 02:00:00,0.9911433333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005783333333333335,0.18156999999999995
House40,2019-04-08 03:00:00,0.8322666666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00058,0.11177833333333327
House40,2019-04-08 04:00:00,2.081281666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004566666666666666,0.16825333333333328
House40,2019-04-08 05:00:00,1.8392650000000004,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00053,0.17938500000000002
House40,2019-04-08 06:00:00,0.8840933333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006183333333333338,0.2623983333333333
House40,2019-04-08 07:00:00,0.2982250000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005933333333333334,0.07510666666666678
House40,2019-04-08 08:00:00,0.5548066666666664,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007183333333333329,0.16812333333333335
House40,2019-04-08 09:00:00,0.5756183333333331,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007466666666666667,0.1868216666666666
House40,2019-04-08 10:00:00,0.4135783333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006450000000000003,0.15798833333333334
House40,2019-04-08 11:00:00,0.45685,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000611666666666667,0.20321166666666668
House40,2019-04-08 12:00:00,0.4148283333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005983333333333337,0.21789166666666668
House40,2019-04-08 13:00:00,0.6341333333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006033333333333338,0.16151333333333334
House40,2019-04-08 14:00:00,0.36656,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005883333333333335,0.16305500000000006
House40,2019-04-08 15:00:00,0.4042516666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006033333333333338,0.16894166666666668
House40,2019-04-08 16:00:00,0.570525,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006650000000000001,0.16301999999999994
House40,2019-04-08 17:00:00,0.4978699999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000606666666666667,0.16566333333333336
House40,2019-04-08 18:00:00,0.5605800000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006783333333333332,0.17355833333333331
House40,2019-04-08 19:00:00,0.8784750000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0008149999999999998,0.20919666666666664
House40,2019-04-08 20:00:00,0.5939516666666663,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007399999999999997,0.17237500000000006
House40,2019-04-08 21:00:00,1.668788333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006283333333333332,0.17029333333333338
House40,2019-04-08 22:00:00,5.3026366666666656,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00016999999999999982,0.16838166666666662
House40,2019-04-08 23:00:00,1.39074,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006216666666666662,0.15342166666666665
House40,2019-04-09 00:00:00,0.4916549999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007549999999999997,0.030983333333333325
House40,2019-04-09 01:00:00,0.66128,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007566666666666662,0.1929266666666667
House40,2019-04-09 02:00:00,0.648275,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007633333333333332,0.1821766666666667
House40,2019-04-09 03:00:00,0.6463233333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007449999999999997,0.17795666666666668
House40,2019-04-09 04:00:00,0.6423016666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007483333333333331,0.17619666666666664
House40,2019-04-09 05:00:00,2.7020633333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00048166666666666643,0.15741499999999994
House40,2019-04-09 06:00:00,2.2188700000000003,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004999999999999997,0.15869499999999992
House40,2019-04-09 07:00:00,1.3285883333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005249999999999999,0.15379000000000004
House40,2019-04-09 08:00:00,0.5527216666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006749999999999996,0.14993499999999996
House40,2019-04-09 09:00:00,0.6125416666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006666666666666662,0.19108166666666668
House40,2019-04-09 10:00:00,0.5832933333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000661666666666667,0.2203633333333333
House40,2019-04-09 11:00:00,0.4405466666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006100000000000003,0.20705500000000002
House40,2019-04-09 12:00:00,0.3840799999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006200000000000003,0.14886333333333338
House40,2019-04-09 13:00:00,0.9883033333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006266666666666666,0.14993166666666669
House40,2019-04-09 14:00:00,0.6625566666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006349999999999999,0.17791500000000007
House40,2019-04-09 15:00:00,0.5377316666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006283333333333336,0.19443
House40,2019-04-09 16:00:00,0.5549350000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000655,0.1703383333333333
House40,2019-04-09 17:00:00,0.2767516666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000596666666666667,0.15710833333333332
House40,2019-04-09 18:00:00,0.27536000000000005,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005983333333333336,0.15538666666666662
House40,2019-04-09 19:00:00,0.33322333333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006416666666666668,0.11218333333333327
House40,2019-04-09 20:00:00,0.6767450000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007449999999999997,0.188465
House40,2019-04-09 21:00:00,0.6216816666666664,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007133333333333331,0.18005833333333332
House40,2019-04-09 22:00:00,0.8386233333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006200000000000001,0.21927666666666665
House40,2019-04-09 23:00:00,1.9593566666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005433333333333334,0.17757833333333334
House40,2019-04-10 00:00:00,0.60828,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007049999999999995,0.1754716666666666
House40,2019-04-10 01:00:00,0.6337750000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006999999999999996,0.17294333333333328
House40,2019-04-10 02:00:00,4.3989183333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002150000000000001,0.1713233333333333
House40,2019-04-10 03:00:00,4.319188333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002100000000000001,0.16971333333333333
House40,2019-04-10 04:00:00,3.4390433333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000315,0.16116333333333324
House40,2019-04-10 05:00:00,2.660928333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004383333333333331,0.15069333333333335
House40,2019-04-10 06:00:00,0.9164066666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000631666666666667,0.3476483333333334
House40,2019-04-10 07:00:00,0.3258083333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005733333333333335,0.00010000000000000003
House40,2019-04-10 08:00:00,0.5479916666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000591666666666667,0.141715
House40,2019-04-10 09:00:00,3.8682449999999995,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00037833333333333377,0.2549466666666667
House40,2019-04-10 10:00:00,1.0892133333333331,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006033333333333334,0.2414666666666667
House40,2019-04-10 11:00:00,0.5661216666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000648333333333333,0.18895
House40,2019-04-10 12:00:00,0.5340533333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006200000000000004,0.17471499999999998
House40,2019-04-10 13:00:00,0.9467883333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006666666666666669,0.2557183333333334
House40,2019-04-10 14:00:00,1.758798333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004333333333333334,0.2279933333333333
House40,2019-04-10 15:00:00,1.943426666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005050000000000002,0.2411816666666667
House40,2019-04-10 16:00:00,0.6953316666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006466666666666662,0.2068533333333334
House40,2019-04-10 17:00:00,1.5428033333333329,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004866666666666664,0.17115833333333333
House40,2019-04-10 18:00:00,0.9050600000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007650000000000003,0.16692999999999994
House40,2019-04-10 19:00:00,0.6592166666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006999999999999997,0.17250666666666667
House40,2019-04-10 20:00:00,4.468133333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003216666666666669,0.17287999999999995
House40,2019-04-10 21:00:00,3.473158333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004066666666666666,0.177895
House40,2019-04-10 22:00:00,2.6871966666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004766666666666665,0.18035333333333334
House40,2019-04-10 23:00:00,0.7747833333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007099999999999999,0.17045666666666678
House40,2019-04-11 00:00:00,0.6628216666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006466666666666668,0.20198
House40,2019-04-11 01:00:00,0.5594666666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006799999999999999,0.16962500000000005
House40,2019-04-11 02:00:00,0.548765,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006283333333333335,0.1640933333333334
House40,2019-04-11 03:00:00,2.0065733333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004316666666666664,0.011676666666666669
House40,2019-04-11 04:00:00,3.217186666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003116666666666665,0.12027333333333334
House40,2019-04-11 05:00:00,1.3925033333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006316666666666662,0.1874666666666666
House40,2019-04-11 06:00:00,0.8296733333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006366666666666662,0.3046683333333333
House40,2019-04-11 07:00:00,0.3984316666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005983333333333337,0.16720833333333332
House40,2019-04-11 08:00:00,0.5261049999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006066666666666668,0.17278
