House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,WP_kW,Kitchen_kW,AC_BR_kW
House21,2019-01-21 06:00:00,0.3244866666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0007466666666666665,0.21198000000000009,0.00011333333333333327
House21,2019-01-21 07:00:00,0.3647233333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,5e-06,0.1891616666666668,0.0001766666666666667
House21,2019-01-21 08:00:00,0.2392533333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,5.4999999999999975e-05,0.02557499999999997,9.333333333333336e-05
House21,2019-01-21 09:00:00,0.27367,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0555916666666667,0.01921000000000001,0.00014999999999999988
House21,2019-01-21 10:00:00,0.4350583333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.046696666666666685,0.015353333333333347,0.00016499999999999994
House21,2019-01-21 11:00:00,0.36739666666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00016333333333333326,0.01476166666666667,0.00010333333333333336
House21,2019-01-21 12:00:00,0.35681166666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,8.166666666666661e-05,0.014940000000000009,2.333333333333334e-05
House21,2019-01-21 13:00:00,0.3612016666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00023166666666666689,0.019279999999999988,1.5000000000000005e-05
House21,2019-01-21 14:00:00,0.39172833333333335,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002666666666666665,0.032433333333333286,9.833333333333334e-05
House21,2019-01-21 15:00:00,0.2605366666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00011666666666666672,0.00035166666666666707,0.00021166666666666675
House21,2019-01-21 16:00:00,0.22649166666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00020833333333333332,0.004205,0.000205
House21,2019-01-21 17:00:00,0.22668166666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.004814999999999999,0.034385000000000006,0.00018833333333333319
House21,2019-01-21 18:00:00,0.3409166666666669,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.09144833333333356,0.03773333333333331,0.0002266666666666665
House21,2019-01-21 19:00:00,0.33143999999999985,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020428333333333312,0.046233333333333335,4.999999999999998e-05
House21,2019-01-21 20:00:00,0.3953366666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020419999999999987,0.04611166666666667,5.333333333333329e-05
House21,2019-01-21 21:00:00,0.5501700000000002,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020384999999999983,0.20894000000000001,5.83333333333333e-05
House21,2019-01-21 22:00:00,0.4602516666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.006988333333333332,0.20806333333333324,7.166666666666666e-05
House21,2019-01-21 23:00:00,0.3467366666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0013916666666666667,0.2014,4e-05
House21,2019-01-22 00:00:00,0.4113666666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001473333333333334,0.20156,0.00017333333333333334
House21,2019-01-22 01:00:00,0.361445,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015849999999999998,0.2006366666666666,0.00012999999999999993
House21,2019-01-22 02:00:00,0.3271666666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016016666666666673,0.20086166666666674,0.0001883333333333333
House21,2019-01-22 03:00:00,0.32469666666666674,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015766666666666672,0.19938000000000008,0.0001666666666666667
House21,2019-01-22 04:00:00,0.3032416666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015300000000000008,0.198235,0.00012333333333333334
House21,2019-01-22 05:00:00,0.296385,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001531666666666667,0.1956,0.00011333333333333336
House21,2019-01-22 06:00:00,0.3348766666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0013850000000000006,0.20494999999999994,0.00011999999999999992
House21,2019-01-22 07:00:00,0.29560833333333336,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00010166666666666672,0.21304499999999998,0.00019166666666666675
House21,2019-01-22 08:00:00,0.3299900000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001533333333333333,0.21430833333333327,0.00013333333333333329
House21,2019-01-22 09:00:00,0.2436000000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.044681666666666765,0.05268000000000005,0.0002350000000000001
House21,2019-01-22 10:00:00,0.28620499999999993,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.015681666666666656,0.03170333333333328,0.00011333333333333336
House21,2019-01-22 11:00:00,0.22926,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001933333333333333,0.0006733333333333332,0.00011500000000000007
House21,2019-01-22 12:00:00,0.2168866666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00017833333333333324,0.0006166666666666668,0.0001416666666666666
House21,2019-01-22 13:00:00,0.36378,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00016500000000000005,0.17273166666666662,0.00015666666666666666
House21,2019-01-22 14:00:00,0.24238166666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00010833333333333344,0.005326666666666678,0.00014833333333333327
House21,2019-01-22 15:00:00,0.14416833333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.03453333333333337,0.00032333333333333357,0.00023999999999999995
House21,2019-01-22 16:00:00,0.14704333333333328,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002,0.0004166666666666666,0.00011833333333333333
House21,2019-01-22 17:00:00,0.2015566666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000381666666666667,0.03782000000000001,9.666666666666664e-05
House21,2019-01-22 18:00:00,0.237505,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01657499999999999,0.006078333333333321,4.1666666666666665e-05
House21,2019-01-22 19:00:00,0.26538166666666674,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020474999999999983,0.0006966666666666662,7.33333333333333e-05
House21,2019-01-22 20:00:00,0.4944850000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.02047166666666665,0.1945133333333336,8e-05
House21,2019-01-22 21:00:00,0.355315,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.07565833333333348,0.006269999999999989,0.00015999999999999988
House21,2019-01-22 22:00:00,0.2928016666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.017976666666666658,0.03007166666666667,0.00010666666666666664
House21,2019-01-22 23:00:00,0.4397066666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0017116666666666654,0.19977166666666665,0.00020499999999999991
House21,2019-01-23 00:00:00,0.3799816666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001705000000000001,0.19630500000000006,0.00014333333333333328
House21,2019-01-23 01:00:00,0.3714833333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016399999999999993,0.1945,0.00018
House21,2019-01-23 02:00:00,0.3018,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016366666666666652,0.193735,0.00023666666666666674
House21,2019-01-23 03:00:00,0.2820433333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0017133333333333321,0.19377333333333327,0.0001583333333333334
House21,2019-01-23 04:00:00,0.30008,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0017516666666666648,0.19304666666666667,0.00015833333333333327
House21,2019-01-23 05:00:00,0.2764666666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016999999999999995,0.18978,0.000145
House21,2019-01-23 06:00:00,0.29630666666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000591666666666667,0.1851366666666667,0.00015999999999999982
House21,2019-01-23 07:00:00,0.28147666666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,5.0000000000000016e-05,0.179605,0.00015499999999999992
House21,2019-01-23 08:00:00,0.16284333333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.03425,0.017503333333333336,0.00023500000000000002
House21,2019-01-23 09:00:00,0.050823333333333366,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,6.6666666666666675e-06,0.00010833333333333336,5e-06
House21,2019-01-23 10:00:00,0.5699933333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.22410333333333346,0.07351333333333332,0.0004766666666666669
House21,2019-01-23 11:00:00,0.5560350000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.2601383333333333,0.08756333333333338,0.00046333333333333377
House21,2019-01-23 12:00:00,0.5338833333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.007821666666666659,0.017684999999999968,0.000285
House21,2019-01-23 13:00:00,0.4030800000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002549999999999999,0.05251000000000002,0.00018000000000000007
House21,2019-01-23 14:00:00,0.08403499999999996,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001050000000000001,0.0003450000000000004,0.00013833333333333333
House21,2019-01-23 15:00:00,0.20432833333333328,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,7.833333333333333e-05,0.0004016666666666672,0.00014833333333333327
House21,2019-01-23 16:00:00,0.21562500000000004,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,9.499999999999998e-05,0.02162333333333333,0.0001616666666666667
House21,2019-01-23 17:00:00,0.22682,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.008824999999999998,0.0006216666666666669,0.00017666666666666666
House21,2019-01-23 18:00:00,0.3282416666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020286666666666658,0.0005033333333333337,3.6666666666666666e-05
House21,2019-01-23 19:00:00,0.357595,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020304999999999983,0.0005150000000000003,9.333333333333336e-05
House21,2019-01-23 20:00:00,0.45423500000000006,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020391666666666648,0.037296666666666624,8.833333333333337e-05
House21,2019-01-23 21:00:00,0.4653433333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.1055616666666668,0.0006316666666666673,0.00020999999999999995
House21,2019-01-23 22:00:00,0.4859433333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.011490000000000007,0.08558999999999999,8.666666666666663e-05
House21,2019-01-23 23:00:00,0.3660083333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015983333333333338,0.19762166666666664,0.000185
House21,2019-01-24 00:00:00,0.27583166666666675,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001556666666666667,0.1632733333333333,0.00011500000000000004
House21,2019-01-24 01:00:00,0.3763416666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001674999999999999,0.19569666666666666,0.00019166666666666667
House21,2019-01-24 02:00:00,0.3454166666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016733333333333322,0.1923150000000001,0.00023999999999999995
House21,2019-01-24 03:00:00,0.3247749999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016966666666666653,0.191725,0.00021
House21,2019-01-24 04:00:00,0.3199400000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016899999999999992,0.19447333333333328,0.00020333333333333344
House21,2019-01-24 05:00:00,0.31212166666666674,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001716666666666665,0.1824233333333333,0.0001866666666666666
House21,2019-01-24 06:00:00,0.3338283333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0008249999999999996,0.17887166666666668,0.00010000000000000003
House21,2019-01-24 07:00:00,0.33670500000000003,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002966666666666665,0.17150499999999996,0.00011
House21,2019-01-24 08:00:00,0.2273766666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0003666666666666672,0.008229999999999994,0.0002516666666666668
House21,2019-01-24 09:00:00,0.0072816666666666455,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,2.5e-05,0.0009283333333333332,1.5e-05
House21,2019-01-24 10:00:00,0.0002000000000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0,0.0,0.0
House21,2019-01-24 11:00:00,0.0002000000000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0,0.0,0.0
House21,2019-01-24 12:00:00,0.0002000000000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0,0.0,0.0
House21,2019-01-24 13:00:00,0.0002000000000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0,0.0,0.0
House21,2019-01-24 14:00:00,0.29151499999999986,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.06348666666666666,0.00032833333333333363,0.0002866666666666666
House21,2019-01-24 15:00:00,0.25267666666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,8.333333333333334e-06,0.00029166666666666675,0.0001383333333333333
House21,2019-01-24 16:00:00,0.2504116666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001283333333333333,0.000405,0.00013333333333333329
House21,2019-01-24 17:00:00,0.31558166666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00015999999999999982,0.03530166666666668,0.00012166666666666668
House21,2019-01-24 18:00:00,0.3263016666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01836833333333333,0.0005333333333333335,0.00010833333333333336
House21,2019-01-24 19:00:00,0.3097716666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020218333333333328,0.0006200000000000003,5.999999999999996e-05
House21,2019-01-24 20:00:00,0.3635583333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020253333333333328,0.04611999999999996,4.1666666666666665e-05
House21,2019-01-24 21:00:00,0.3809349999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.08973166666666664,0.0005950000000000003,0.000195
House21,2019-01-24 22:00:00,0.3656716666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.008231666666666668,0.11738500000000004,5.9999999999999974e-05
House21,2019-01-24 23:00:00,0.37578166666666657,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015800000000000007,0.19885000000000008,0.00010833333333333334
House21,2019-01-25 00:00:00,0.352245,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0015850000000000007,0.20029666666666668,0.00017499999999999992
House21,2019-01-25 01:00:00,0.30654000000000003,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016099999999999995,0.1957133333333333,0.0002216666666666667
House21,2019-01-25 02:00:00,0.3027616666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00159,0.1942266666666666,0.0002466666666666667
House21,2019-01-25 03:00:00,0.3144666666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016033333333333336,0.192785,0.00021333333333333328
House21,2019-01-25 04:00:00,0.34694833333333325,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0017499999999999992,0.19022166666666665,0.00012833333333333333
House21,2019-01-25 05:00:00,0.33582166666666663,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0014366666666666668,0.18625,0.00014333333333333334
House21,2019-01-25 06:00:00,0.3543433333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,3.500000000000001e-05,0.18450999999999995,0.00012833333333333344
House21,2019-01-25 07:00:00,0.4034666666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,2.3333333333333332e-05,0.18243000000000004,0.00012833333333333325
House21,2019-01-25 08:00:00,0.2819099999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002166666666666668,0.1048766666666668,0.00025333333333333344
House21,2019-01-25 09:00:00,0.13785333333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.009061666666666666,0.005841666666666665,0.00024666666666666657
House21,2019-01-25 10:00:00,0.1509933333333329,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.06738999999999999,0.006643333333333325,9.333333333333334e-05
House21,2019-01-25 11:00:00,0.15505500000000005,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00014833333333333332,0.002979999999999997,0.00012499999999999998
House21,2019-01-25 12:00:00,0.19663,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00034333333333333346,0.0005850000000000003,0.0001866666666666667
House21,2019-01-25 13:00:00,0.1246583333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002616666666666667,0.0006100000000000004,0.00021833333333333345
House21,2019-01-25 14:00:00,0.10588333333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00023333333333333325,0.000511666666666667,0.00020333333333333328
House21,2019-01-25 15:00:00,0.018324999999999977,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,1.6666666666666669e-06,7.833333333333333e-05,2.8333333333333342e-05
House21,2019-01-25 16:00:00,0.153315,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.013199999999999995,0.00038833333333333336,4.666666666666665e-05
House21,2019-01-25 17:00:00,0.2315450000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.02035833333333332,0.000506666666666667,6.999999999999998e-05
House21,2019-01-25 18:00:00,0.2981300000000002,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.07090999999999999,0.0005283333333333336,0.00023666666666666665
House21,2019-01-25 19:00:00,0.3935750000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.02024,0.15968999999999994,0.00011333333333333336
House21,2019-01-25 20:00:00,0.25272666666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.02026166666666666,0.026679999999999968,4.1666666666666665e-05
