House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_BR_kW,AC_DR_kW,Kitchen_kW,UPS_kW
House19,2019-01-12 01:00:00,0.13323333333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00034999999999999994,0.005498333333333332,0.06692999999999998,0.02985833333333336
House19,2019-01-12 02:00:00,0.12663166666666673,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000365,0.005461666666666668,0.06439500000000001,0.029861666666666693
House19,2019-01-12 03:00:00,0.12485166666666662,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003383333333333334,0.005518333333333332,0.0632566666666667,0.0300616666666667
House19,2019-01-12 04:00:00,0.12334499999999995,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00032,0.005513333333333335,0.06298166666666669,0.029726666666666717
House19,2019-01-12 05:00:00,0.12304833333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003400000000000002,0.005218333333333334,0.06385166666666668,0.02968833333333335
House19,2019-01-12 06:00:00,0.11711166666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00035000000000000016,0.005245000000000002,0.059253333333333325,0.028745000000000007
House19,2019-01-12 07:00:00,0.11740999999999999,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003733333333333335,0.005366666666666667,0.05821333333333335,0.029836666666666643
House19,2019-01-12 08:00:00,0.09558833333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004100000000000003,0.005253333333333331,0.035256666666666665,0.03079
House19,2019-01-12 09:00:00,0.2274983333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002766666666666665,0.005101666666666666,0.10055666666666667,0.028860000000000004
House19,2019-01-12 10:00:00,0.5929666666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00023499999999999994,0.2075966666666667,0.08800833333333337,0.08292333333333334
House19,2019-01-12 11:00:00,0.5123233333333332,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002233333333333333,0.16738166666666668,0.08171833333333328,0.04192666666666668
House19,2019-01-12 12:00:00,0.6199083333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00013333333333333329,0.16144333333333333,0.1492666666666667,0.038048333333333316
House19,2019-01-12 13:00:00,3.1483333333333343,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00020166666666666648,0.12536833333333336,0.32542499999999985,0.055665
House19,2019-01-12 14:00:00,3.055946666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00025666666666666665,0.16494833333333336,0.22684999999999994,0.05120499999999998
House19,2019-01-12 15:00:00,2.540821666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004233333333333335,0.06629833333333339,0.17661500000000005,0.05141999999999999
House19,2019-01-12 16:00:00,1.9706233333333327,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004483333333333334,0.008249999999999999,0.08556333333333338,0.04352333333333333
House19,2019-01-12 17:00:00,2.1771366666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000215,0.16471666666666654,0.08131333333333332,0.08485333333333335
House19,2019-01-12 18:00:00,2.1468633333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0001333333333333333,0.12386166666666668,0.07104666666666667,0.11130833333333327
House19,2019-01-12 19:00:00,2.1380983333333337,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,8.333333333333333e-05,0.0011649999999999998,0.07042166666666667,0.1220383333333333
House19,2019-01-12 20:00:00,1.72887,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00017,0.0010183333333333331,0.06433166666666668,0.09809666666666668
House19,2019-01-12 21:00:00,0.9087050000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002633333333333332,0.0004466666666666666,0.05664166666666665,0.028550000000000023
House19,2019-01-12 22:00:00,0.1315383333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005050000000000002,4.666666666666665e-05,0.08754666666666668,0.02553166666666669
House19,2019-01-12 23:00:00,0.11449333333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005366666666666667,3.8333333333333334e-05,0.06852499999999999,0.030661666666666695
House19,2019-01-13 00:00:00,0.088185,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005683333333333329,7.166666666666663e-05,0.048935000000000034,0.029786666666666694
House19,2019-01-13 01:00:00,0.08269333333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005683333333333332,6.83333333333333e-05,0.04354833333333337,0.02970833333333336
House19,2019-01-13 02:00:00,0.09496,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005450000000000001,8.333333333333333e-05,0.05574666666666663,0.029598333333333362
House19,2019-01-13 03:00:00,0.10562500000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000495,6.666666666666663e-05,0.06629166666666664,0.0294316666666667
House19,2019-01-13 04:00:00,0.10596833333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004866666666666668,4.666666666666665e-05,0.06667500000000001,0.02931000000000002
House19,2019-01-13 05:00:00,0.10481666666666664,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004933333333333338,3.5000000000000004e-05,0.06576833333333335,0.029353333333333363
House19,2019-01-13 06:00:00,0.08322,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005749999999999997,6.833333333333335e-05,0.04451833333333333,0.02951833333333336
House19,2019-01-13 07:00:00,0.0683983333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006249999999999999,9.833333333333333e-05,0.029536666666666718,0.0294616666666667
House19,2019-01-13 08:00:00,0.0989916666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005733333333333334,7.33333333333333e-05,0.060108333333333326,0.029463333333333362
House19,2019-01-13 09:00:00,0.19343,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004883333333333335,5.4999999999999975e-05,0.139825,0.030690000000000026
House19,2019-01-13 10:00:00,0.5567333333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005666666666666665,0.0002400000000000001,0.2681933333333334,0.059773333333333324
House19,2019-01-13 11:00:00,0.69179,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000536666666666667,0.12705666666666668,0.19836333333333334,0.07012666666666666
House19,2019-01-13 12:00:00,0.6767466666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004883333333333335,0.16569333333333336,0.17594,0.06252333333333335
House19,2019-01-13 13:00:00,0.4600183333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004600000000000002,0.09117500000000002,0.097175,0.06418
House19,2019-01-13 14:00:00,1.7259233333333337,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002816666666666668,0.003561666666666665,0.12291166666666667,0.07267666666666668
House19,2019-01-13 15:00:00,2.6698733333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00029999999999999987,0.0010833333333333335,0.5707333333333334,0.08359666666666664
House19,2019-01-13 16:00:00,1.4643450000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003883333333333331,0.0006833333333333336,0.15900499999999992,0.08168499999999998
House19,2019-01-13 17:00:00,2.015905,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,7.333333333333333e-05,0.0010316666666666664,0.11220999999999999,0.08419833333333332
House19,2019-01-13 18:00:00,1.9920283333333328,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0001,0.001011666666666667,0.074915,0.0775733333333333
House19,2019-01-13 19:00:00,0.39965333333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006483333333333336,0.00011000000000000004,0.058368333333333314,0.08389166666666666
House19,2019-01-13 20:00:00,0.38095,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006500000000000003,0.00011833333333333327,0.059253333333333325,0.08367999999999999
House19,2019-01-13 21:00:00,0.4941333333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006933333333333336,0.00025166666666666664,0.09283,0.07880333333333334
House19,2019-01-13 22:00:00,0.6152666666666669,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006333333333333332,0.0002066666666666665,0.0737666666666667,0.08802
House19,2019-01-13 23:00:00,0.2618900000000001,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006516666666666662,9.000000000000002e-05,0.05207333333333335,0.037955
House19,2019-01-14 00:00:00,0.13211833333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006016666666666668,7.166666666666664e-05,0.04944833333333333,0.029616666666666687
House19,2019-01-14 01:00:00,0.09239500000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006766666666666669,4.999999999999998e-05,0.04573333333333333,0.03252500000000003
House19,2019-01-14 02:00:00,0.2625316666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005533333333333334,6.499999999999995e-05,0.2217883333333332,0.029548333333333364
House19,2019-01-14 03:00:00,0.2572383333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005216666666666669,5.9999999999999974e-05,0.2162383333333334,0.029380000000000024
House19,2019-01-14 04:00:00,0.2302283333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004550000000000002,3.166666666666668e-05,0.18864666666666668,0.02936000000000001
House19,2019-01-14 05:00:00,0.12222333333333332,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005933333333333331,4.1666666666666665e-05,0.08102833333333331,0.029273333333333318
House19,2019-01-14 06:00:00,0.2255333333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000471666666666667,0.0002266666666666667,0.07839833333333326,0.0533883333333333
House19,2019-01-14 07:00:00,0.1321,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005633333333333338,0.0001283333333333333,0.06431333333333335,0.050186666666666664
House19,2019-01-14 08:00:00,0.20221000000000008,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0008766666666666668,6.666666666666666e-05,0.057505,0.06421333333333333
House19,2019-01-14 09:00:00,0.40076999999999996,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0007233333333333332,0.00014833333333333332,0.1544816666666667,0.10163166666666663
House19,2019-01-14 10:00:00,1.0771866666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003983333333333331,0.0012516666666666668,0.061098333333333324,0.07115000000000005
House19,2019-01-14 11:00:00,0.5828650000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004866666666666668,0.0006466666666666671,0.0378966666666667,0.04196999999999999
House19,2019-01-14 12:00:00,0.15902500000000006,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006066666666666668,0.00015999999999999982,0.04152833333333332,0.010563333333333336
House19,2019-01-14 13:00:00,0.3605383333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006483333333333332,0.07187833333333335,0.054703333333333284,0.0725433333333333
House19,2019-01-14 14:00:00,0.2974316666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006516666666666668,0.006179999999999997,0.052404999999999986,0.13018500000000002
House19,2019-01-14 15:00:00,0.28415166666666664,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006516666666666668,0.006211666666666661,0.0542183333333333,0.12549000000000002
House19,2019-01-14 16:00:00,1.4315749999999998,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00027666666666666643,0.0067799999999999935,0.0731033333333334,0.10208833333333336
House19,2019-01-14 17:00:00,2.0901399999999994,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00014833333333333332,0.07976333333333332,0.13386666666666666,0.07583666666666668
House19,2019-01-14 18:00:00,1.693528333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0001716666666666666,0.004258333333333336,0.20383333333333334,0.08578999999999998
House19,2019-01-14 19:00:00,3.062643333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005016666666666664,1.1189549999999997,0.2354416666666667,0.13826666666666668
House19,2019-01-14 20:00:00,3.413256666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0007149999999999999,1.3106533333333334,0.2052483333333333,0.13305499999999995
House19,2019-01-14 21:00:00,3.3329033333333338,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006433333333333332,1.32452,0.2220283333333333,0.05784833333333336
House19,2019-01-14 22:00:00,2.3648700000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00038166666666666633,1.290545,0.2398083333333333,0.06598499999999999
House19,2019-01-14 23:00:00,1.4448100000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00026666666666666657,1.2841299999999998,0.13663333333333333,0.01197833333333333
House19,2019-01-15 00:00:00,1.4841449999999994,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002766666666666665,1.3309833333333332,0.13066666666666665,0.011368333333333324
House19,2019-01-15 01:00:00,1.5430750000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00031833333333333345,1.3969833333333332,0.1270416666666667,0.011281666666666659
House19,2019-01-15 02:00:00,1.59553,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003450000000000002,1.45259,0.1245866666666666,0.011263333333333323
House19,2019-01-15 03:00:00,1.5818466666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003566666666666668,1.4405783333333335,0.12313499999999998,0.011319999999999992
House19,2019-01-15 04:00:00,1.5785299999999995,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003633333333333336,1.4387599999999998,0.12170500000000002,0.011311666666666656
House19,2019-01-15 05:00:00,1.5736116666666669,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003383333333333337,1.4356383333333331,0.119875,0.011328333333333327
House19,2019-01-15 06:00:00,1.8942933333333327,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00038166666666666704,1.4255266666666668,0.13092333333333336,0.05154666666666666
House19,2019-01-15 07:00:00,1.6853166666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003050000000000002,1.4128300000000005,0.15184,0.03796166666666667
House19,2019-01-15 08:00:00,1.6570183333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003800000000000001,1.4473100000000003,0.12673,0.01791333333333333
House19,2019-01-15 09:00:00,1.8043033333333327,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003933333333333334,1.4395033333333334,0.13232999999999998,0.05906166666666667
House19,2019-01-15 10:00:00,2.9928316666666674,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0007233333333333339,1.2659099999999996,0.253015,0.06556833333333334
House19,2019-01-15 11:00:00,1.74495,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00032,1.2011016666666663,0.2795716666666665,0.048916666666666685
House19,2019-01-15 12:00:00,1.6123200000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00031000000000000005,1.1430966666666669,0.22094499999999997,0.0484016666666667
House19,2019-01-15 13:00:00,1.6380466666666662,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004083333333333334,1.1176633333333337,0.17089499999999996,0.04837666666666667
House19,2019-01-15 14:00:00,1.4423616666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00032333333333333346,1.1444816666666666,0.15371000000000004,0.048021666666666685
House19,2019-01-15 15:00:00,1.5493249999999998,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00024333333333333325,1.0835483333333331,0.18294,0.05564500000000002
House19,2019-01-15 16:00:00,3.3420983333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0009649999999999996,1.4204883333333334,0.05721500000000004,0.06318499999999999
House19,2019-01-15 17:00:00,3.3215133333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0008500000000000001,1.431556666666666,0.002346666666666666,0.08140999999999997
House19,2019-01-15 18:00:00,2.830838333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006349999999999999,0.9042266666666664,0.034156666666666675,0.08891666666666666
House19,2019-01-15 19:00:00,2.239386666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00032333333333333297,1.3954983333333333,0.002205,0.13169999999999996
House19,2019-01-15 20:00:00,1.8704433333333328,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002500000000000001,1.3758850000000007,0.25617666666666666,0.11426833333333335
House19,2019-01-15 21:00:00,1.6581183333333331,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00033166666666666674,1.2157466666666672,0.19349333333333327,0.062179999999999985
House19,2019-01-15 22:00:00,0.5679399999999999,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00024500000000000005,0.00661166666666666,0.1401716666666667,0.05676000000000001
House19,2019-01-15 23:00:00,1.0026216666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00025,0.007231666666666666,0.13263,0.08366333333333334
House19,2019-01-16 00:00:00,0.1651766666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00027666666666666665,0.006358333333333335,0.12935999999999998,0.011720000000000005
House19,2019-01-16 01:00:00,0.15890000000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000275,0.006338333333333331,0.12696666666666667,0.011588333333333329
House19,2019-01-16 02:00:00,0.15617833333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00029,0.006261666666666662,0.12527166666666664,0.011578333333333336
House19,2019-01-16 03:00:00,0.26434499999999994,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003433333333333335,0.006106666666666666,0.2344383333333333,0.011581666666666672
House19,2019-01-16 04:00:00,0.2768333333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00037833333333333344,0.006061666666666666,0.2471233333333333,0.011581666666666672
House19,2019-01-16 05:00:00,0.21525499999999995,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003166666666666668,0.006091666666666667,0.1845816666666667,0.011661666666666678
House19,2019-01-16 06:00:00,0.4616550000000001,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000493333333333333,0.0060250000000000034,0.20565333333333333,0.07193833333333331
House19,2019-01-16 07:00:00,0.10669666666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003683333333333335,0.006093333333333332,0.00019166666666666665,0.033181666666666686
